3052864,1155296,6453,0,0,82208,0.4065,2009-10-03,,448,1,60,14,496,false,25
3052865,1073229,6453,0,0,82208,0.3808,2009-10-03,,1424,1,60,12,611,false,25
3052866,1037002,6453,0,0,82208,0.3944,2009-10-03,,839,1,60,13,549,false,25
3052867,994869,6453,0,0,82208,0.3508,2009-10-03,,973,1,60,8,760,false,25
3052868,1146337,6453,0,0,84434,0.3754,2009-10-03,,448,1,60,7,637,false,25
3052869,1248219,6453,0,0,82208,0.4170,2009-10-03,,448,1,60,15,452,false,25
3052870,618208,6453,0,0,82208,0.4716,2009-10-03,,1022,1,60,17,258,false,25
3052871,1009581,6453,0,0,82208,0.4212,2009-10-03,,1022,1,60,16,435,false,25
3052872,971187,6453,0,0,86605,0.3553,2009-10-03,,109,1,60,11,737,false,25
3052873,1077241,6453,0,0,82208,0.3717,2009-10-03,,109,1,60,11,655,false,25
3052874,975531,6453,0,0,82208,0.3297,2009-10-03,,448,1,60,3,875,false,25
3052875,707709,6453,0,0,82208,0.3399,2009-10-03,,1022,1,60,6,819,false,25
3052876,1070632,6453,0,0,82208,0.3611,2009-10-03,,839,1,60,10,707,false,25
3052877,894429,6453,0,0,86605,0.3608,2009-10-03,,839,1,60,12,709,false,25
3052878,994883,6453,0,0,82208,0.3580,2009-10-03,,973,1,60,9,723,false,25
3052879,772321,6453,0,0,84434,0.3624,2009-10-03,,1424,1,60,6,701,false,25
3052880,670045,6453,0,0,82208,0.3279,2009-10-03,,448,1,60,2,886,false,25
3052881,851648,6453,0,0,82208,0.3395,2009-10-03,,448,1,60,5,821,false,25
3052882,569621,6453,0,0,84434,,2009-10-03,3,1022,1,60,999,0,false,25
3052883,1007474,6453,0,0,82208,0.3402,2009-10-03,,839,1,60,7,817,false,25
3052884,707753,6453,0,0,84434,0.3362,2009-10-03,,1022,1,60,4,839,false,25
3052885,686357,6453,0,0,84434,0.3344,2009-10-03,,1156,1,60,3,849,false,25
3052886,319330,6453,0,0,86605,0.3461,2009-10-03,,1022,1,60,10,785,false,25
3052887,772785,6453,0,0,84434,0.3549,2009-10-03,,973,1,60,5,739,false,25
3052888,771946,6453,0,0,86605,0.3364,2009-10-03,,973,1,60,8,838,false,25
3052889,480525,6453,0,0,8378,0.3428,2009-10-03,,448,1,60,3,803,false,25
3052890,565991,6453,0,0,86605,0.3206,2009-10-03,,973,1,60,4,928,false,25
3052891,547966,6453,0,0,86605,0.3256,2009-10-03,,1022,1,60,7,899,false,25
3052892,771401,6453,0,0,82208,0.3202,2009-10-03,,190,1,60,1,930,false,25
3052893,902947,6453,0,0,84434,0.3306,2009-10-03,,973,1,60,2,870,false,25
3052894,686814,6453,0,0,86605,0.3404,2009-10-03,,690,1,60,9,816,false,25
3052895,968802,6453,0,0,82208,0.3337,2009-10-03,,109,1,60,4,853,false,25
3052896,446053,6453,0,0,8378,0.3135,2009-10-03,,448,1,60,2,969,false,25
3052897,389897,6453,0,0,86605,0.3179,2009-10-03,,190,1,60,3,943,false,25
3052898,541125,6453,0,0,86605,0.3137,2009-10-03,,1424,1,60,2,968,false,25
3052899,843798,6453,0,0,86605,0.3038,2009-10-03,,690,1,60,1,1028,false,25
3052900,293932,6453,0,0,8378,0.3094,2009-10-03,,1424,1,60,1,994,false,25
3052901,670457,6453,0,0,84434,0.3089,2009-10-03,,1156,1,60,1,997,false,25
3052902,1100045,6453,0,0,86605,0.3254,2009-10-03,,1022,1,60,6,900,false,25
3052903,566409,6453,0,0,86605,0.3224,2009-10-03,,973,1,60,5,917,false,25
3052904,1276296,6453,0,0,84434,3.1882,2009-10-03,,1156,3,60,7,325,false,25
3052905,994869,6453,0,0,82208,2.5459,2009-10-03,,973,3,60,5,561,false,25
3052906,1007474,6453,0,0,82208,2.5654,2009-10-03,,839,3,60,9,539,false,25
3052907,1102438,6453,0,0,82208,2.5992,2009-10-03,,1156,3,60,11,503,false,25
3052908,1071500,6453,0,0,82208,3.1031,2009-10-03,,1156,3,60,14,400,false,25
