3052909,686450,6453,0,0,82208,3.1748,2009-10-03,,1156,3,60,15,336,false,25
3052910,686260,6453,0,0,82208,2.5503,2009-10-03,,1156,3,60,6,556,false,25
3052911,669387,6453,0,0,82208,2.5207,2009-10-03,,1156,3,60,4,589,false,25
3052912,1067622,6453,0,0,82208,2.5804,2009-10-03,,1156,3,60,10,523,false,25
3052913,772785,6453,0,0,84434,,2009-10-03,2,973,3,60,999,0,false,25
3052914,686358,6453,0,0,82208,3.0002,2009-10-03,,1156,3,60,12,502,false,25
3052915,994883,6453,0,0,82208,2.5504,2009-10-03,,973,3,60,7,556,false,25
3052916,1070632,6453,0,0,82208,2.5574,2009-10-03,,839,3,60,8,548,false,25
3052917,714974,6453,0,0,82208,3.0708,2009-10-03,,1156,3,60,13,431,false,25
3052918,971187,6453,0,0,86605,2.4842,2009-10-03,,109,3,60,7,631,false,25
3052919,902947,6453,0,0,84434,2.4710,2009-10-03,,973,3,60,4,646,false,25
3052920,802929,6453,0,0,86605,2.4734,2009-10-03,,690,3,60,6,644,false,25
3052921,988750,6453,0,0,82208,2.4296,2009-10-03,,1156,3,60,2,697,false,25
3052922,565991,6453,0,0,86605,2.4062,2009-10-03,,973,3,60,5,726,false,25
3052923,988706,6453,0,0,82208,2.4322,2009-10-03,,1156,3,60,3,693,false,25
3052924,971890,6453,0,0,84434,2.4748,2009-10-03,,1156,3,60,5,642,false,25
3052925,686449,6453,0,0,84434,2.4887,2009-10-03,,1156,3,60,6,626,false,25
3052926,686233,6453,0,0,84434,2.3376,2009-10-03,,1156,3,60,2,815,false,25
3052927,670461,6453,0,0,84434,2.3606,2009-10-03,,1156,3,60,3,784,false,25
3052928,569878,6453,0,0,86605,2.3037,2009-10-03,,1156,3,60,2,860,false,25
3052929,566532,6453,0,0,86605,2.1858,2009-10-03,,1156,3,60,1,1029,false,25
3052930,670457,6453,0,0,84434,2.2349,2009-10-03,,1156,3,60,1,957,false,25
3052931,843798,6453,0,0,86605,2.3211,2009-10-03,,690,3,60,4,837,false,25
3052932,566409,6453,0,0,86605,2.3200,2009-10-03,,973,3,60,3,838,false,25
3052933,771401,6453,0,0,82208,2.3736,2009-10-03,,190,3,60,1,767,false,25
3052934,802929,6453,0,0,86605,2.5957,2009-10-03,,690,13,60,3,721,false,25
3052935,566409,6453,0,0,86605,2.5080,2009-10-03,,973,13,60,2,823,false,25
3052936,686357,6453,0,0,84434,2.4631,2009-10-03,,1156,13,60,2,878,false,25
3052937,670457,6453,0,0,84434,2.3144,2009-10-03,,1156,13,60,1,1072,false,25
3052938,566532,6453,0,0,86605,2.3562,2009-10-03,,1156,13,60,1,1015,false,25
3052939,670461,6453,0,0,84434,2.4938,2009-10-03,,1156,13,60,3,840,false,25
3052940,565991,6453,0,0,86605,3.0100,2009-10-03,,973,13,60,4,705,false,25
3052941,686450,6453,0,0,82208,1.5066,2009-10-03,,1156,22,60,14,478,false,25
3052942,1102438,6453,0,0,82208,1.3834,2009-10-03,,1156,22,60,5,689,false,25
3052943,669387,6453,0,0,82208,1.4580,2009-10-03,,1156,22,60,13,557,false,25
3052944,1276296,6453,0,0,84434,1.4715,2009-10-03,,1156,22,60,7,534,false,25
3052945,988706,6453,0,0,82208,1.3438,2009-10-03,,1156,22,60,2,765,false,25
3052946,1071500,6453,0,0,82208,1.4456,2009-10-03,,1156,22,60,9,578,false,25
3052947,714974,6453,0,0,82208,1.4504,2009-10-03,,1156,22,60,12,570,false,25
3052948,686449,6453,0,0,84434,1.4041,2009-10-03,,1156,22,60,5,651,false,25
3052949,1067622,6453,0,0,82208,1.4485,2009-10-03,,1156,22,60,11,573,false,25
3052950,988750,6453,0,0,82208,1.3848,2009-10-03,,1156,22,60,6,687,false,25
3052951,1077241,6453,0,0,82208,1.4423,2009-10-03,,109,22,60,8,583,false,25
3052952,1073229,6453,0,0,82208,1.3932,2009-10-03,,1424,22,60,7,671,false,25
3052953,686260,6453,0,0,82208,1.3545,2009-10-03,,1156,22,60,3,744,false,25
3052954,686358,6453,0,0,82208,1.3773,2009-10-03,,1156,22,60,4,701,false,25
3052955,894429,6453,0,0,86605,1.3700,2009-10-03,,839,22,60,4,714,false,25
3052956,772321,6453,0,0,84434,1.4162,2009-10-03,,1424,22,60,6,629,false,25
3052957,771946,6453,0,0,86605,1.3720,2009-10-03,,973,22,60,5,711,false,25
3052958,1007474,6453,0,0,82208,1.4475,2009-10-03,,839,22,60,10,574,false,25
3052959,565991,6453,0,0,86605,1.3218,2009-10-03,,973,22,60,2,809,false,25
3052960,686814,6453,0,0,86605,1.3350,2009-10-03,,690,22,60,3,783,false,25
3052961,670045,6453,0,0,82208,1.2753,2009-10-03,,448,22,60,1,906,false,25
3052962,481149,6453,0,0,86605,1.1895,2009-10-03,,1156,22,60,1,1100,false,25
3052963,686357,6453,0,0,84434,1.2742,2009-10-03,,1156,22,60,1,909,false,25
